		00:03:52:29:ca:d1	00:03:52:29:ca:d2	00:03:52:2b:84:01	00:03:52:2b:84:02	00:03:52:2b:85:51	00:03:52:2b:85:52	00:03:52:2b:89:c1	00:03:52:2b:89:c2	00:03:52:78:55:01	00:03:52:78:55:02	00:03:52:78:62:c1	00:03:52:78:62:c2	00:03:52:96:ac:51	00:03:52:96:ac:52	00:03:52:96:ba:11	00:03:52:96:ba:12	00:03:52:e3:85:51	00:03:52:e3:85:52	00:03:52:e3:89:c1	00:03:52:e3:89:c2	00:03:52:e3:8b:11	00:03:52:e3:8b:12	00:03:52:e5:44:41	00:03:52:e5:44:42	00:0e:a6:3f:d7:00	00:12:0e:78:58:34	00:18:0a:35:58:14	00:19:a9:40:40:20	00:19:a9:40:40:21	00:19:a9:40:40:22	00:19:a9:40:40:23	00:19:a9:40:40:24	00:19:a9:40:40:25	00:19:a9:40:40:2a	00:19:a9:40:40:2c	00:19:a9:40:40:2d	00:19:a9:40:40:2f	00:21:d8:e0:0a:b0	00:21:d8:e0:0a:b1	00:21:d8:e0:0a:b2	00:21:d8:e0:0a:b3	00:21:d8:e0:0a:b4	00:21:d8:e0:0a:b5	00:21:d8:e0:0a:b6	00:21:d8:e0:0a:c0	00:21:d8:e0:0a:c1	00:21:d8:e0:0a:c2	00:21:d8:e0:0a:c3	00:21:d8:e0:0a:c4	00:21:d8:e0:0a:c5	00:21:d8:e0:0a:c6	00:23:33:a2:48:b0	00:23:33:a2:48:b1	00:23:33:a2:48:b2	00:23:33:a2:48:b3	00:23:33:a2:48:b4	00:23:33:a2:48:b5	00:23:33:a2:48:ba	00:23:33:a2:48:bc	00:23:33:a2:48:bd	00:23:33:a2:48:bf	00:26:f2:14:f0:42	00:3a:99:04:6a:10	00:3a:99:04:6a:11	00:3a:99:04:6a:12	00:3a:99:04:6a:13	00:3a:99:04:6a:14	00:3a:99:04:6a:15	00:3a:9a:4e:81:e0	00:3a:9a:4e:81:e1	00:3a:9a:4e:81:e2	00:3a:9a:4e:81:e3	00:3a:9a:4e:81:e4	00:3a:9a:4e:81:e5	00:3a:9a:51:ab:50	00:3a:9a:51:ab:51	00:3a:9a:51:ab:52	00:3a:9a:51:ab:53	00:3a:9a:51:ab:54	00:3a:9a:51:ab:55	00:3a:9a:51:ab:5a	00:3a:9a:51:ab:5c	00:3a:9a:51:ab:5d	00:3a:9a:51:ab:5f	00:3a:9a:51:b2:b0	00:3a:9a:51:b2:b1	00:3a:9a:51:b2:b2	00:3a:9a:51:b2:b3	00:3a:9a:51:b2:b4	00:3a:9a:51:b2:b5	06:18:0a:35:58:14	16:18:0a:35:58:14	1a:72:b7:27:46:c0	1e:77:1c:44:c4:45	20:4e:7f:5a:e6:68	20:4e:7f:5a:fc:88	20:c9:d0:19:33:83	20:c9:d0:19:33:84	28:c6:8e:19:a6:56	48:f8:b3:84:82:eb	48:f8:b3:84:82:ec	70:56:81:c9:11:eb	74:ea:3a:d6:67:04	88:51:fb:8a:bc:40	88:51:fb:8a:bc:41	88:51:fb:8a:bc:50	88:51:fb:8a:bc:51	8c:2d:aa:52:94:ab	9e:6c:04:9c:49:c5	ae:18:26:2b:1e:95	c0:3f:0e:c4:b2:bc	c0:3f:0e:c4:c8:b2	c8:cb:b8:9e:01:60	c8:cb:b8:9e:01:61	c8:cb:b8:ec:1b:40	c8:cb:b8:ec:1b:41	c8:cb:b8:ec:1b:50	c8:cb:b8:ec:1b:51	c8:cb:b8:f9:8d:c0	c8:cb:b8:f9:8d:c1	c8:cb:b8:f9:8d:d0	c8:cb:b8:f9:8d:d1	d8:30:62:31:7e:27	d8:9d:67:91:d0:f0	d8:9d:67:91:d0:f1	e8:39:35:64:4a:a0	e8:39:35:64:4a:a1
21.6	4.8	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-91	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-85	-79	-100	-100	-100	-100	-88	-59	-59	-57	-57	-66	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-68	-67	-65	-67	-100	-74	-74	-100	-100
22.2	4.8	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-91	-94	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-78	-83	-100	-100	-100	-100	-88	-58	-59	-57	-54	-66	-100	-100	-100	-85	-100	-100	-100	-100	-100	-100	-55	-53	-63	-62	-100	-73	-73	-100	-100
22.8	4.8	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-89	-90	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-84	-79	-100	-100	-100	-100	-100	-59	-54	-63	-55	-70	-100	-100	-100	-89	-100	-100	-100	-100	-100	-100	-61	-62	-69	-70	-100	-76	-73	-100	-100
23.4	4.8	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-89	-90	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-91	-100	-100	-90	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-92	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-84	-80	-100	-100	-100	-100	-100	-58	-54	-55	-53	-66	-100	-100	-100	-89	-100	-100	-100	-100	-100	-100	-58	-58	-69	-69	-100	-76	-72	-100	-100
24	4.8	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-92	-91	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-92	-100	-100	-100	-100	-100	-100	-100	-100	-100	-91	-90	-100	-100	-92	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-87	-100	-100	-91	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-81	-78	-100	-100	-100	-100	-100	-62	-60	-57	-56	-70	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-57	-59	-65	-63	-100	-67	-75	-100	-90
35.4	4.8	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-92	-91	-90	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-86	-87	-100	-87	-100	-86	-100	-100	-100	-85	-100	-100	-89	-89	-100	-100	-90	-100	-100	-100	-100	-100	-100	-87	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-67	-75	-100	-100	-100	-100	-100	-61	-60	-53	-53	-78	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-58	-57	-71	-67	-100	-71	-71	-100	-88
36	4.8	-78	-78	-72	-72	-100	-100	-83	-83	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-73	-73	-100	-100	-100	-100	-100	-100	-100	-100	-100	-80	-86	-76	-76	-76	-74	-100	-84	-100	-100	-100	-100	-100	-75	-76	-75	-74	-81	-77	-81	-66	-67	-64	-64	-65	-65	-54	-53	-53	-53	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-76	-85	-87	-86	-86	-100	-84	-100	-100	-100	-88	-100	-100	-86	-100	-100	-100	-56	-64	-100	-100	-100	-100	-100	-39	-39	-38	-38	-85	-100	-100	-100	-73	-100	-100	-100	-100	-88	-92	-83	-83	-100	-83	-100	-61	-60	-100	-100
0.6	5.4	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100
1.2	5.4	-100	-100	-100	-100	-82	-84	-100	-100	-91	-93	-79	-80	-100	-100	-100	-100	-100	-100	-100	-87	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-89	-100	-100	-100	-100	-100	-88	-88	-88	-88	-88	-88	-86	-88	-90	-85	-100	-85	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-83	-100	-100	-100	-85	-100	-100	-100	-100	-100	-85	-90	-72	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-49	-50	-57	-61	-87	-85	-88	-86	-100
1.8	5.4	-100	-100	-100	-100	-87	-88	-100	-100	-100	-100	-79	-79	-81	-85	-100	-100	-100	-100	-86	-86	-100	-100	-100	-100	-100	-80	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-89	-92	-92	-100	-92	-100	-100	-100	-100	-100	-91	-88	-88	-88	-88	-88	-88	-89	-88	-88	-87	-89	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-86	-89	-100	-100	-100	-85	-100	-100	-84	-100	-100	-100	-90	-78	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-50	-49	-58	-57	-87	-100	-100	-87	-88
2.4	5.4	-100	-100	-100	-100	-83	-83	-100	-100	-100	-100	-79	-79	-81	-85	-100	-100	-100	-100	-86	-86	-100	-100	-100	-100	-100	-80	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-89	-92	-92	-100	-92	-100	-100	-100	-100	-100	-89	-91	-91	-100	-100	-100	-88	-91	-91	-88	-87	-89	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-86	-89	-100	-100	-100	-85	-100	-100	-84	-100	-100	-100	-100	-69	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-50	-50	-51	-53	-100	-100	-100	-91	-88
3	5.4	-100	-100	-100	-100	-83	-83	-100	-100	-100	-100	-100	-100	-100	-100	-90	-91	-100	-100	-84	-84	-100	-100	-100	-100	-100	-87	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-89	-91	-91	-91	-91	-91	-92	-91	-88	-87	-100	-87	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-89	-100	-100	-90	-100	-100	-85	-85	-79	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-49	-49	-50	-53	-88	-100	-100	-91	-100
3.6	5.4	-100	-100	-100	-100	-83	-83	-100	-100	-100	-100	-100	-100	-100	-100	-90	-91	-100	-100	-84	-84	-100	-100	-100	-100	-100	-87	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-91	-100	-91	-91	-91	-88	-91	-88	-84	-88	-87	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-89	-100	-100	-90	-100	-100	-85	-85	-67	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-51	-50	-53	-100	-88	-100	-100	-88	-89
4.2	5.4	-100	-100	-100	-100	-87	-89	-100	-100	-100	-100	-86	-87	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-88	-89	-89	-100	-100	-100	-100	-100	-100	-100	-100	-90	-88	-88	-86	-89	-90	-87	-87	-88	-88	-88	-88	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-87	-100	-100	-88	-100	-100	-88	-86	-74	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-43	-43	-54	-45	-88	-100	-100	-88	-89
4.8	5.4	-100	-100	-100	-100	-87	-89	-100	-100	-100	-100	-86	-87	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-88	-89	-89	-100	-100	-100	-100	-100	-100	-100	-100	-85	-84	-84	-82	-82	-84	-87	-87	-88	-87	-88	-88	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-92	-100	-100	-100	-87	-100	-100	-88	-100	-100	-88	-85	-66	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-48	-48	-56	-45	-87	-100	-100	-89	-89
5.4	5.4	-100	-100	-100	-100	-88	-86	-100	-100	-100	-100	-100	-100	-100	-100	-91	-100	-100	-100	-86	-88	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-88	-86	-87	-86	-82	-87	-84	-85	-86	-85	-91	-90	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-88	-92	-100	-100	-100	-87	-100	-100	-87	-100	-100	-88	-89	-64	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-44	-44	-49	-60	-86	-100	-100	-88	-90
6	5.4	-100	-100	-100	-100	-88	-85	-100	-100	-100	-100	-100	-100	-100	-100	-91	-100	-100	-100	-86	-88	-100	-100	-100	-100	-100	-80	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-88	-86	-87	-86	-100	-87	-84	-85	-86	-85	-91	-90	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-88	-100	-100	-100	-100	-83	-100	-100	-83	-100	-100	-84	-89	-64	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-46	-47	-51	-60	-86	-100	-100	-84	-85
6.6	5.4	-100	-100	-100	-100	-87	-87	-100	-100	-100	-100	-83	-83	-100	-100	-100	-88	-100	-100	-76	-76	-100	-100	-100	-100	-100	-80	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-90	-91	-100	-90	-90	-100	-100	-100	-100	-100	-77	-77	-76	-79	-79	-79	-82	-82	-82	-82	-84	-82	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-87	-100	-100	-83	-100	-100	-85	-88	-61	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-42	-43	-46	-51	-100	-100	-100	-86	-88
7.2	5.4	-100	-100	-100	-100	-87	-88	-100	-100	-100	-100	-83	-83	-100	-82	-100	-100	-100	-100	-82	-82	-100	-100	-100	-100	-100	-80	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-81	-81	-80	-80	-78	-83	-82	-82	-82	-82	-84	-82	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-87	-100	-100	-84	-100	-100	-79	-79	-69	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-40	-40	-45	-51	-100	-100	-100	-86	-87
7.8	5.4	-100	-100	-100	-100	-84	-82	-100	-100	-100	-100	-82	-81	-79	-78	-100	-100	-100	-100	-83	-84	-100	-100	-100	-100	-100	-80	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-91	-100	-100	-100	-100	-100	-100	-100	-100	-100	-87	-85	-84	-80	-81	-83	-87	-81	-83	-84	-83	-83	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-89	-100	-100	-100	-87	-100	-100	-80	-100	-100	-84	-80	-57	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-45	-46	-45	-45	-100	-100	-100	-87	-87
8.4	5.4	-100	-100	-100	-100	-82	-82	-100	-100	-100	-100	-82	-81	-79	-78	-100	-100	-100	-100	-83	-84	-100	-100	-100	-100	-100	-77	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-91	-100	-100	-100	-100	-100	-100	-100	-100	-100	-87	-85	-84	-84	-83	-83	-87	-85	-83	-84	-83	-83	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-89	-100	-100	-100	-100	-100	-100	-79	-100	-100	-77	-76	-57	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-41	-42	-47	-45	-100	-100	-100	-87	-100
9	5.4	-100	-100	-100	-100	-79	-79	-100	-100	-100	-100	-80	-83	-82	-100	-100	-100	-100	-100	-74	-74	-100	-100	-100	-100	-100	-81	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-90	-100	-89	-84	-83	-91	-82	-81	-83	-82	-82	-81	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-79	-83	-84	-77	-84	-51	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-39	-38	-45	-35	-100	-100	-100	-88	-86
9.6	5.4	-100	-100	-100	-100	-76	-77	-100	-100	-100	-100	-80	-83	-82	-100	-100	-100	-100	-100	-73	-74	-100	-100	-100	-100	-100	-81	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-90	-100	-89	-100	-100	-91	-82	-81	-82	-83	-84	-81	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-79	-83	-84	-81	-77	-49	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-32	-32	-38	-35	-100	-100	-87	-88	-86
10.2	5.4	-100	-100	-100	-100	-76	-76	-100	-100	-100	-100	-81	-80	-72	-78	-100	-100	-100	-100	-79	-78	-90	-89	-100	-100	-100	-79	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-84	-84	-84	-86	-84	-85	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-76	-79	-81	-80	-84	-52	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-31	-33	-38	-40	-85	-100	-87	-85	-87
10.8	5.4	-100	-100	-100	-100	-72	-72	-100	-100	-100	-100	-81	-80	-72	-78	-100	-100	-100	-100	-76	-75	-90	-89	-100	-100	-100	-83	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-84	-81	-80	-100	-81	-100	-84	-84	-80	-86	-84	-82	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-78	-79	-81	-78	-80	-52	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-34	-32	-38	-36	-80	-100	-100	-85	-87
11.4	5.4	-100	-100	-87	-90	-79	-78	-100	-100	-100	-100	-85	-100	-76	-77	-100	-100	-100	-100	-77	-81	-83	-82	-100	-100	-100	-83	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-88	-89	-84	-90	-87	-100	-85	-85	-84	-82	-81	-86	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-91	-100	-100	-80	-81	-80	-78	-83	-57	-100	-100	-100	-89	-100	-100	-100	-100	-100	-100	-33	-33	-37	-34	-80	-100	-89	-87	-87
12	5.4	-100	-100	-87	-90	-82	-83	-100	-100	-100	-100	-83	-100	-76	-79	-100	-100	-100	-100	-79	-80	-83	-82	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-87	-89	-84	-90	-87	-100	-87	-89	-87	-89	-87	-87	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-82	-100	-100	-94	-100	-100	-85	-69	-68	-68	-65	-50	-100	-100	-100	-89	-100	-100	-100	-100	-100	-100	-47	-47	-35	-34	-79	-100	-88	-87	-87
12.6	5.4	-100	-100	-100	-90	-81	-82	-100	-100	-100	-100	-84	-84	-78	-79	-89	-92	-100	-100	-81	-80	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-87	-89	-84	-100	-100	-100	-92	-89	-90	-90	-90	-90	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-88	-100	-100	-94	-100	-100	-85	-65	-64	-72	-73	-49	-100	-100	-100	-89	-88	-88	-100	-100	-100	-100	-44	-44	-39	-100	-83	-100	-88	-85	-84
13.2	5.4	-100	-100	-100	-100	-79	-79	-100	-100	-100	-100	-100	-100	-100	-100	-100	-92	-100	-100	-81	-80	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-88	-88	-88	-90	-90	-90	-92	-89	-90	-90	-90	-90	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-88	-100	-100	-94	-100	-100	-85	-64	-64	-67	-65	-45	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-48	-47	-53	-54	-83	-100	-100	-85	-100
13.8	5.4	-100	-100	-100	-100	-82	-81	-100	-100	-100	-100	-100	-100	-85	-100	-100	-92	-100	-100	-81	-80	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-88	-88	-88	-90	-90	-90	-92	-89	-90	-90	-90	-90	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-87	-100	-100	-94	-100	-100	-85	-69	-69	-69	-68	-49	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-53	-54	-53	-54	-83	-87	-86	-85	-100
14.4	5.4	-100	-100	-100	-100	-87	-86	-100	-100	-100	-100	-100	-100	-85	-100	-100	-92	-100	-100	-81	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-88	-88	-88	-90	-90	-90	-92	-100	-90	-90	-90	-90	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-87	-100	-100	-100	-100	-100	-88	-69	-67	-73	-72	-63	-100	-100	-100	-100	-100	-100	-100	-100	-100	-100	-53	-54	-55	-58	-87	-79	-85	-85	-100
